시도명,시군구명,설치장소,주소,행정동명,운동기구명,수량,관리부서,관리부서연락처,설치년도,데이터기준
대구광역시,수성구,매호천,시지로 3길,시지동,윗몸일으키기,1,건설과,053-666-2995,2018,2023-04-12
대구광역시,수성구,매호천,시지로 3길,시지동,파도타기+역기올리기,1,건설과,053-666-2995,2018,2023-04-12
대구광역시,수성구,매호천,시지로 3길,시지동,노젓기운동+허리돌리기,1,건설과,053-666-2995,2018,2023-04-12
대구광역시,수성구,매호천,시지로 3길,시지동,등허리근육풀기,1,건설과,053-666-2995,2018,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,평행봉,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,다리로밀기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,다리근육풀기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,윗몸일으키기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,공중걷기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,달리기운동,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,허리돌리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,등허리지압기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,두팔노젖기,2,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,자전거타기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,파도타기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,큰활차머신양팔줄당기기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,역기내리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,달리기운동,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,작은활차머신,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,역기올리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,등허리지압기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,허리돌기기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,거꾸로매달리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,클활차머신,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,파도타기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,자전거타기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,두팔노젖기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,3단철봉(구형),1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,구민운동장,동대구로50길 121-7,범어1동,평행봉(구형),1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,트윈바디싵업,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,레그프레스,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,스텝싸이클,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,스트레칭로라,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,워밍암,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,롤링웨이스트,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,크로스컨트리,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,트윈트위스트,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,동문고교,효행로 17,만촌1동,평행봉(구형),1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,수성대학교 후문,달구벌대로522길 97-7,만촌3동,작은활차+큰활차,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,수성대학교 후문,달구벌대로522길 97-7,만촌3동,등허리지압기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,수성대학교 후문,달구벌대로522길 97-7,만촌3동,파도타기+허리돌리기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,수성대학교 후문,달구벌대로522길 97-7,만촌3동,공중걷기+달리기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,수성대학교 후문,달구벌대로522길 97-7,만촌3동,2단철봉,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,수성대학교 후문,달구벌대로522길 97-7,만촌3동,아래로당기기,1,체육진흥과,053-666-2194,2022,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,허리돌리기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,허리마사지,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,가로하늘타기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,큰활차,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,달리기,2,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,하늘걷기,2,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,말타기+윗몸일으키기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,거꾸로매달리기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,앉아당기기+앉아밀어주기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼익아파트,신천동로 278,수성1가,앉아밀기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,남산고,신천동로 364,수성1가,앉아밀기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,남산고,신천동로 364,수성1가,자전거타기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,남산고,신천동로 364,수성1가,팔관절+원그리기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,남산고,신천동로 364,수성1가,앉아당기기+앉아밀어주기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대구교육청,수성로76길 11,"수성2,3가",허리돌리기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대구교육청,수성로76길 11,"수성2,3가",공중걷기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대구교육청,수성로76길 11,"수성2,3가",하체흔들기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,수성4가동경로당,범어천로 151,수성4가,등허리지압기,1,체육진흥과,053-666-2194,2015,2023-04-12
대구광역시,수성구,수성4가동경로당,범어천로 151,수성4가,온몸근육풀기+하체흔들기,1,체육진흥과,053-666-2194,2015,2023-04-12
대구광역시,수성구,수성4가동경로당,범어천로 151,수성4가,허리돌리기+공중걷기,1,체육진흥과,053-666-2194,2015,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,하늘걷기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,다리뻗치기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,달리기운동,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,허리돌리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,옆파도타기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,큰활차머신,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,크로스컨트리,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,윗몸일으키기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,다리마사지기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,허벅지근육풀기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,양팔당기기,1,체육진흥과,053-666-2194,2022,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,역기올리기내리기,1,체육진흥과,053-666-2194,2022,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,입식자전거좌식자전거,1,체육진흥과,053-666-2194,2022,2023-04-12
대구광역시,수성구,수성4가 동네체육시설(삼수장어 앞),수성동4가 1291-1,수성4가,작은활차머신,1,체육진흥과,053-666-2194,2022,2023-04-12
대구광역시,수성구,황금꽃길,황금동 562,황금1동,역기(구형),1,체육진흥과,053-666-2194,2002,2023-04-12
대구광역시,수성구,황금꽃길,황금동 562,황금1동,허리돌리기(구형),2,체육진흥과,053-666-2194,2002,2023-04-12
대구광역시,수성구,황금꽃길,황금동 562,황금1동,다리뻗치기,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,황금꽃길,황금동 562,황금1동,온몸허리돌리기,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,황금꽃길,황금동 562,황금1동,윗몸일으키기,1,체육진흥과,053-666-2194,2007,2023-04-12
대구광역시,수성구,청소년수련관,청수로45길 100,황금1동,트윈트위스트,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,청소년수련관,청수로45길 100,황금1동,크로스컨트리,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,청소년수련관,청수로45길 100,황금1동,달리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,청소년수련관,청수로45길 100,황금1동,말타기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,청소년수련관,청수로45길 100,황금1동,어깨근육풀기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,청소년수련관,청수로45길 100,황금1동,하체흔들기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,청소년수련관,청수로45길 100,황금1동,윗몸일으키기(구형),1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,청소년수련관,청수로45길 100,황금1동,3단철봉(구형),1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,황금3주공장미공원,황금동 965,황금1동,큰활차,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,황금3주공장미공원,황금동 965,황금1동,허리돌리기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,황금3주공장미공원,황금동 965,황금1동,하늘걷기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,수성소방서,청호로 87,범물1동,앉아밀기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,수성소방서,청호로 87,범물1동,2단철봉,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,수성소방서,청호로 87,범물1동,평행봉,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,화성양로원,신천동로 73,상동,온몸근육풀기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,화성양로원,신천동로 73,상동,공중걷기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,화성양로원,신천동로 73,상동,허리돌리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,화성양로원,신천동로 73,상동,아래로당기기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,화성양로원,신천동로 73,상동,하체흔들기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,화성양로원,신천동로 73,상동,윗몸일으키기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,상동교 옆 신천변(타이어테크 뒤편),상동 667-53,상동,허리돌리기,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,상동교 옆 신천변(타이어테크 뒤편),상동 667-53,상동,파도타기,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,상동교 옆 신천변(타이어테크 뒤편),상동 667-53,상동,달리기운동,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,상동교 옆 신천변(타이어테크 뒤편),상동 667-53,상동,평행봉,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,상동교 옆 신천변(타이어테크 뒤편),상동 667-53,상동,상체근육풀기,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,상동교 옆 신천변(타이어테크 뒤편),상동 667-53,상동,2단철봉,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,상동교 옆 신천변(타이어테크 뒤편),상동 667-53,상동,등허리지압기,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,상동교 옆 신천변(타이어테크 뒤편),상동 667-53,상동,어깨유연성운동,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,대영빌라 천변(청룡사 앞),파동로3길 28,파동,레그프레스,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대영빌라 천변(청룡사 앞),파동로3길 28,파동,크로스컨트리,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대영빌라 천변(청룡사 앞),파동로3길 28,파동,스텝싸이클,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대영빌라 천변(청룡사 앞),파동로3길 28,파동,옆파도타기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대영빌라 천변(청룡사 앞),파동로3길 28,파동,온몸허리돌리기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대영빌라 천변(청룡사 앞),파동로3길 28,파동,윗몸일으키기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,대영빌라 천변(청룡사 앞),파동로3길 28,파동,온몸근육풀기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,워밍암,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,트윈바디싵업,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,스텝싸이클,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,롤링웨이스트,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,레그프레스,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,오금펴기(구형),2,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,팔굽혀펴기(구형),1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,3단철봉(구형),1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,평행봉(구형),1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,허리돌리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,태왕리더스,파동로 105,파동,거꾸로매달리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,자율방범대초소,파동로3길 116,파동,스텝싸이클,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,자율방범대초소,파동로3길 116,파동,워밍암,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,자율방범대초소,파동로3길 116,파동,레그프레스,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,자율방범대초소,파동로3길 116,파동,롤링웨이스트,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,파동 사랑의 쉼터,파동로25길 70 앞,파동,윗몸일으키기,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,파동 사랑의 쉼터,파동로25길 70 앞,파동,워밍암,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,파동 사랑의 쉼터,파동로25길 70 앞,파동,롤링웨이스트,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,파동 사랑의 쉼터,파동로25길 70 앞,파동,크로스컨트리,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,파동 사랑의 쉼터,파동로25길 70 앞,파동,트윈트위스트,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,파동 사랑의 쉼터,파동로25길 70 앞,파동,스텝싸이클,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,파동 사랑의 쉼터,파동로25길 70 앞,파동,역기내리기+역기올리기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,아래로당기기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,하체흔들기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,윗몸일으키기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,온몸근육풀기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,공중걷기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,허리돌리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,거꾸로매달리기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,다리로밀기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,실리안아파트,파동 581-1,파동,팔굽혀펴기(구형),2,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,지산5단지 건너,지산동 1298,지산1동,허리돌기기,1,체육진흥과,053-666-2194,2011,2023-04-12
대구광역시,수성구,지산5단지 건너,지산동 1298,지산1동,달리기운동,1,체육진흥과,053-666-2194,2011,2023-04-12
대구광역시,수성구,지산5단지 건너,지산동 1298,지산1동,상체근육풀기,1,체육진흥과,053-666-2194,2011,2023-04-12
대구광역시,수성구,지산5단지 건너,지산동 1298,지산1동,등허리지압운동,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,지산5단지 건너,지산동 1298,지산1동,체스트프레스하이플리,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,지산5단지 건너,지산동 1298,지산1동,하체흔들기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,지산5단지 건너,지산동 1298,지산1동,로프당기기,1,체육진흥과,053-666-2194,2022,2023-04-12
대구광역시,수성구,수성아트피아,무학로 180,지산1동,터닝트위스트,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,수성아트피아,무학로 180,지산1동,스텝싸이클,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,수성아트피아,무학로 180,지산1동,크로스컨트리,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,수성아트피아,무학로 180,지산1동,워밍암,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,대구경찰시민공원,무학로 227,지산1동,앉아밀기+가로말타기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,대구경찰시민공원,무학로 227,지산1동,허리돌리기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,대구경찰시민공원,무학로 227,지산1동,하늘걷기+달리기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,신매광장,신매동 568-7,고산1동,트윈워밍암,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,신매광장,신매동 568-7,고산1동,크로스컨트리,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,신매광장,신매동 568-7,고산1동,트윈바디싵업,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,신매광장,신매동 568-7,고산1동,풀웨이트,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,신매광장,신매동 568-7,고산1동,바웨이트,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,신매광장,신매동 568-7,고산1동,터닝트위스트,1,체육진흥과,053-666-2194,2010,2023-04-12
대구광역시,수성구,욱수골 프리테니스장,유니버시아드로 358-3,고산1동,등허리젖히기,1,체육진흥과,053-666-2194,2008,2023-04-12
대구광역시,수성구,욱수골 프리테니스장,유니버시아드로 358-3,고산1동,자유철봉,1,체육진흥과,053-666-2194,2008,2023-04-12
대구광역시,수성구,욱수골 프리테니스장,유니버시아드로 358-3,고산1동,다리뻗치기,1,체육진흥과,053-666-2194,2008,2023-04-12
대구광역시,수성구,욱수골 프리테니스장,유니버시아드로 358-3,고산1동,윗몸일으키기,1,체육진흥과,053-666-2194,2008,2023-04-12
대구광역시,수성구,욱수골 프리테니스장,유니버시아드로 358-3,고산1동,온몸허리돌리기,1,체육진흥과,053-666-2194,2008,2023-04-12
대구광역시,수성구,봉암식당 건너,욱수동 470-4,고산1동,허리돌리기,1,체육진흥과,053-666-2194,1992,2023-04-12
대구광역시,수성구,봉암식당 건너,욱수동 470-4,고산1동,온몸역기올리기,1,체육진흥과,053-666-2194,1992,2023-04-12
대구광역시,수성구,봉암식당 건너,욱수동 470-4,고산1동,달리기,1,체육진흥과,053-666-2194,1992,2023-04-12
대구광역시,수성구,봉암식당 건너,욱수동 470-4,고산1동,하늘걷기,1,체육진흥과,053-666-2194,1992,2023-04-12
대구광역시,수성구,삼덕동(대구미술관 건너),월드컵로5안길 40,고산2동,레그프레스,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,삼덕동(대구미술관 건너),월드컵로5안길 40,고산2동,온몸근육풀기,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,삼덕동(대구미술관 건너),월드컵로5안길 40,고산2동,윗몸일으키기+허리돌리기,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,삼덕동(대구미술관 건너),월드컵로5안길 40,고산2동,체어풀,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,삼덕동(대구미술관 건너),월드컵로5안길 40,고산2동,하체흔들기,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,삼덕동(대구미술관 건너),월드컵로5안길 40,고산2동,달리기,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,삼덕동(대구미술관 건너),월드컵로5안길 40,고산2동,하이풀리+체스트프레스,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,삼덕동(대구미술관 건너),월드컵로5안길 40,고산2동,공중걷기,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,하이풀리,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,하체흔들기,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,공중걷기,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,허리돌리기,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,달리기,1,체육진흥과,053-666-2194,2018,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,윗몸일으키기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,체어풀,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,철봉,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,어깨근육풀기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,양팔줄당기기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,온몸근육풀기,1,체육진흥과,053-666-2194,2019,2023-04-12
