시도명,시군구명,설치장소,주소,행정동명,운동기구명,수량,관리부서,관리부서연락처,설치년도,데이터기준
대구광역시,수성구,가천교 하부,가천동 385-1,고산2동,체스트프레스,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,연호고가교(연호 게이트볼장),연호동 22-8,고산2동,워밍암,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,연호고가교(연호 게이트볼장),연호동 22-8,고산2동,스텝싸이클,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,연호고가교(연호 게이트볼장),연호동 22-8,고산2동,롤링웨이스트,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,연호고가교(연호 게이트볼장),연호동 22-8,고산2동,트윈트위스트,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,하연지 마을회관,달구벌대로576길 50,고산2동,워밍암,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,하연지 마을회관,달구벌대로576길 50,고산2동,스텝싸이클,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,하연지 마을회관,달구벌대로576길 50,고산2동,트윈트위스트,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,연호내지,연호동 422,고산2동,크로스컨트리,1,체육진흥과,053-666-2194,2011,2023-04-12
대구광역시,수성구,연호내지,연호동 422,고산2동,등허리지압기,1,체육진흥과,053-666-2194,2011,2023-04-12
대구광역시,수성구,연호내지,연호동 422,고산2동,하체흔들기,1,체육진흥과,053-666-2194,2011,2023-04-12
대구광역시,수성구,연호내지,연호동 422,고산2동,온몸근육풀기,1,체육진흥과,053-666-2194,2011,2023-04-12
대구광역시,수성구,연호내지,연호동 422,고산2동,옆파도타기,1,체육진흥과,053-666-2194,2011,2023-04-12
대구광역시,수성구,고모건강쉼터,고모동 산 25,고산2동,하체근육풀기,1,체육진흥과,053-666-2194,2013,2023-04-12
대구광역시,수성구,고모건강쉼터,고모동 산 25,고산2동,허리돌리기,2,체육진흥과,053-666-2194,2013,2023-04-12
대구광역시,수성구,고모건강쉼터,고모동 산 25,고산2동,상체근육풀기,1,체육진흥과,053-666-2194,2013,2023-04-12
대구광역시,수성구,고모건강쉼터,고모동 산 25,고산2동,달리기,1,체육진흥과,053-666-2194,2013,2023-04-12
대구광역시,수성구,고모건강쉼터,고모동 산 25,고산2동,하늘걷기,1,체육진흥과,053-666-2194,2013,2023-04-12
대구광역시,수성구,이천경로당,이천동 477-12,고산2동,허리돌리기,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,이천경로당,이천동 477-12,고산2동,공중걷기,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,이천경로당,이천동 477-12,고산2동,어깨근육풀기,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,이천경로당,이천동 477-12,고산2동,달리기,1,체육진흥과,053-666-2194,2009,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,롤링웨이스트,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,워밍암,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,스텝싸이클,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,허리돌리기,1,체육진흥과,053-666-2194,2012,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,싸이클,1,체육진흥과,053-666-2194,2017,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,레그프레스,1,체육진흥과,053-666-2194,2017,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,윗몸일으키기,1,체육진흥과,053-666-2194,2017,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,평행봉,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,대흥동,대흥동 441,고산2동,하늘달리기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,고모경로당,고모로39길 20,고산2동,어깨근육풀기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,고모경로당,고모로39길 20,고산2동,등허리지압기,1,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,삼덕동,삼덕동 106,고산2동,온몸근육풀기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,삼덕동,삼덕동 106,고산2동,윗몸일으키기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,삼덕동,삼덕동 106,고산2동,등허리지압운동,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,삼덕동,삼덕동 106,고산2동,하체흔들기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,삼덕동,삼덕동 106,고산2동,하늘달리기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,윗몸일으키기(구형),2,체육진흥과,053-666-2194,2004,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,윗몸일으키기(신형),2,체육진흥과,053-666-2194,2004,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,3단철봉,1,체육진흥과,053-666-2194,2004,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,온몸근육풀기,1,체육진흥과,053-666-2194,2016,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,하늘걷기,1,체육진흥과,053-666-2194,2016,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,마라톤운동,1,체육진흥과,053-666-2194,2016,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,옆파도타기,1,체육진흥과,053-666-2194,2016,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,등허리지압기,1,체육진흥과,053-666-2194,2016,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,역기올리기+역기내리기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,윗몸일으키기,1,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,거꾸로매달리기,2,체육진흥과,053-666-2194,2019,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,자전거,1,체육진흥과,053-666-2194,2020,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,오금펴기,2,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,허리돌리기,2,체육진흥과,053-666-2194,2021,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,오금펴기,1,체육진흥과,053-666-2194,2022,2023-04-12
대구광역시,수성구,사월동 욱수천변(사월동동네체육공원),욱수천로 133,고산3동,팔굽혀펴기(구형),1,체육진흥과,053-666-2194,2016,2023-04-12
대구광역시,수성구,매호동 효성백년가약 앞,매호 1099-3,고산3동,옆파도타기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,매호동 효성백년가약 앞,매호 1099-3,고산3동,큰활차머신,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,매호동 효성백년가약 앞,매호 1099-3,고산3동,다리뻗치기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,매호동 효성백년가약 앞,매호 1099-3,고산3동,양팔당기기,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,매호동 효성백년가약 앞,매호 1099-3,고산3동,달리기운동,1,체육진흥과,053-666-2194,2023,2023-04-12
대구광역시,수성구,범물동 1202-5,범물동 1202-5,범물1동,입식사이클,1,공원녹지과,053-666-2853,2021,2023-04-12
대구광역시,수성구,범물동 1202-5,범물동 1202-5,범물1동,레그프레스,1,공원녹지과,053-666-2853,2021,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,스텝사이클,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,크로스컨트리,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,트윈워밍암,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,평행봉,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,공중걷기,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,롤링웨이스트,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,워밍암,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,스텝사이클,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,사월동 484 일원(경부고속철도변 녹지),사월동 484 일원(경부고속철도변 녹지),고산3동,철봉,1,공원녹지과,053-666-2853,2021,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,공중걷기,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,허리돌리기,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,윗몸일으키기,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,체어웨이트,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,워밍암,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,롤링웨이스트,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,스트레칭로라,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,원반잡고돌리기,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,달리기,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,레그스트레치,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,체어웨이트,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,트윈워밍암,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,체어풀,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 30 일원,신매동 30 일원,고산1동,핸들웨이트,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 568-7(신매광장),신매동 568-7(신매광장),고산1동,트윈바디싯업,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 568-7(신매광장),신매동 568-7(신매광장),고산1동,크로스컨트리,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 568-7(신매광장),신매동 568-7(신매광장),고산1동,트윈워밍암,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 568-7(신매광장),신매동 568-7(신매광장),고산1동,풀웨이트,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 568-7(신매광장),신매동 568-7(신매광장),고산1동,바웨이트,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 568-7(신매광장),신매동 568-7(신매광장),고산1동,터닝트위스트,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 571,신매동 571,고산1동,작은활차돌리기,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 571,신매동 571,고산1동,하늘걷기,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 571,신매동 571,고산1동,허리돌리기,1,공원녹지과,053-666-2853,2010,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,입식사이클,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,좌식사이클,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,풀웨이트,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,양팔줄당기기,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,롤링웨이스트,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,크로스컨트리,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,레그프레스,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,체어웨이트,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,바디싯업,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,바웨이트,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,핸들웨이트,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,워밍암,1,공원녹지과,053-666-2853,2014,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,스텝사이클,1,공원녹지과,053-666-2853,2021,2023-04-12
대구광역시,수성구,신매동 566-6,신매동 566-6,고산1동,풀웨이트,1,공원녹지과,053-666-2853,2021,2023-04-12
대구광역시,수성구,매호동 1330-4,매호동 1330-4,고산3동,클활차머신,4,공원녹지과,053-666-2853,2012,2023-04-12
대구광역시,수성구,매호동 1330-4,매호동 1330-4,고산3동,트위스트머신,4,공원녹지과,053-666-2853,2012,2023-04-12
대구광역시,수성구,매호동 1330-4,매호동 1330-4,고산3동,스윙워커머신,3,공원녹지과,053-666-2853,2012,2023-04-12
대구광역시,수성구,매호동 1330-4,매호동 1330-4,고산3동,써피롤링머신,3,공원녹지과,053-666-2853,2012,2023-04-12
대구광역시,수성구,매호동 1330-4,매호동 1330-4,고산3동,로라맛사지머신,2,공원녹지과,053-666-2853,2012,2023-04-12
대구광역시,수성구,매호동 1330-4,매호동 1330-4,고산3동,레그프레스머신,2,공원녹지과,053-666-2853,2012,2023-04-12
대구광역시,수성구,매호동 1346,매호동 1346,고산3동,크로스컨트리,2,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,매호동 1346,매호동 1346,고산3동,스트레칭로라,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,매호동 1346,매호동 1346,고산3동,롤링웨이스트,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,매호동 1346,매호동 1346,고산3동,바디싯업,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,매호동 1346,매호동 1346,고산3동,허리돌리기,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,매호동 1346,매호동 1346,고산3동,레그프레스,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,매호동 1346,매호동 1346,고산3동,스텝사이클,2,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,매호동 1346,매호동 1346,고산3동,체어풀,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,만촌동 342-85 외,만촌동 342-85 외,만촌1동,원그리기,4,공원녹지과,053-666-2853,2011,2023-04-12
대구광역시,수성구,만촌동 342-85 외,만촌동 342-85 외,만촌1동,역기내리기,4,공원녹지과,053-666-2853,2011,2023-04-12
대구광역시,수성구,만촌동 342-85 외,만촌동 342-85 외,만촌1동,앞파도타기,4,공원녹지과,053-666-2853,2011,2023-04-12
대구광역시,수성구,만촌동 342-85 외,만촌동 342-85 외,만촌1동,마라톤운동,4,공원녹지과,053-666-2853,2011,2023-04-12
대구광역시,수성구,만촌동 342-85 외,만촌동 342-85 외,만촌1동,허리돌리기,4,공원녹지과,053-666-2853,2011,2023-04-12
대구광역시,수성구,만촌동 342-85 외,만촌동 342-85 외,만촌1동,철봉매달리기,4,공원녹지과,053-666-2853,2011,2023-04-12
대구광역시,수성구,만촌동 342-85 외,만촌동 342-85 외,만촌1동,등허리지압기,4,공원녹지과,053-666-2853,2011,2023-04-12
대구광역시,수성구,만촌동 342-85 외,만촌동 342-85 외,만촌1동,거꾸로매달리기,4,공원녹지과,053-666-2853,2011,2023-04-12
대구광역시,수성구,만촌동 279-5,만촌동 279-5,만촌1동,달리기운동+공중걷기,1,공원녹지과,053-666-2853,2018,2023-04-12
대구광역시,수성구,만촌동 279-5,만촌동 279-5,만촌1동,상체근육풀기+철봉,1,공원녹지과,053-666-2853,2018,2023-04-12
대구광역시,수성구,만촌동 279-5,만촌동 279-5,만촌1동,노젓기운동+윗몸일으키기,1,공원녹지과,053-666-2853,2018,2023-04-12
대구광역시,수성구,만촌동 279-5,만촌동 279-5,만촌1동,공중걷기+윗몸일으키기,1,공원녹지과,053-666-2853,2018,2023-04-12
대구광역시,수성구,만촌동 279-5,만촌동 279-5,만촌1동,파도타기+역기올리기,1,공원녹지과,053-666-2853,2018,2023-04-12
대구광역시,수성구,만촌동 279-5,만촌동 279-5,만촌1동,등허리지압기+노젓기운동,1,공원녹지과,053-666-2853,2018,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,윗몸일으키기,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,다리뻗치기,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,등허리지압기,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,온몸역기올리기,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,마라톤운동,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,어깨근육풀기,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,자유평행봉,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,온몸허리돌리기,1,공원녹지과,053-666-2853,2013,2023-04-12
대구광역시,수성구,파동 274,파동 274,파동,철봉,1,공원녹지과,053-666-2853,2021,2023-04-12
대구광역시,수성구,범어동 245,범어동 245,범어4동,옆파도타기,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,범어동 245,범어동 245,범어4동,마라톤운동,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,범어동 245,범어동 245,범어4동,하늘걷기,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,범어동 245,범어동 245,범어4동,온몸허리돌리기,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,범어동 245,범어동 245,범어4동,온몸역기올리기,1,공원녹지과,053-666-2853,2009,2023-04-12
대구광역시,수성구,범어동 245,범어동 245,범어4동,워밍암,1,공원녹지과,053-666-2853,2019,2023-04-12
대구광역시,수성구,범어동 245,범어동 245,범어4동,마라톤운동,1,공원녹지과,053-666-2853,2021,2023-04-12
대구광역시,수성구,만촌동 1046-11,만촌동 1046-11,만촌3동,바디싯업,1,공원녹지과,053-666-2853,2007,2023-04-12
대구광역시,수성구,만촌동 1046-11,만촌동 1046-11,만촌3동,롤링웨이스트,1,공원녹지과,053-666-2853,2007,2023-04-12
대구광역시,수성구,만촌동 1046-11,만촌동 1046-11,만촌3동,워밍암,1,공원녹지과,053-666-2853,2007,2023-04-12
대구광역시,수성구,만촌동 1046-11,만촌동 1046-11,만촌3동,스텝사이클,1,공원녹지과,053-666-2853,2007,2023-04-12
대구광역시,수성구,만촌동 1046-11,만촌동 1046-11,만촌3동,풀웨이트,1,공원녹지과,053-666-2853,2007,2023-04-12
대구광역시,수성구,만촌동 1046-11,만촌동 1046-11,만촌3동,허리돌리기,1,공원녹지과,053-666-2853,2007,2023-04-12
대구광역시,수성구,만촌동 1046-11,만촌동 1046-11,만촌3동,스텝퍼,1,공원녹지과,053-666-2853,2007,2023-04-12
대구광역시,수성구,범물동 1267,범물동 1267,범물1동,워밍암+스텝사이클,1,공원녹지과,053-666-2853,2017,2023-04-12
대구광역시,수성구,범물동 1267,범물동 1267,범물1동,스트레칭로라+롤링웨이스트,1,공원녹지과,053-666-2853,2017,2023-04-12
대구광역시,수성구,범물동 1267,범물동 1267,범물1동,크로스컨트리+체어플,1,공원녹지과,053-666-2853,2017,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,롤링웨이스트,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,레그스트레치,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,트윈트위스트,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,크로스컨트리,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,양회전운동,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,팔올리기운동,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,마라톤운동,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,오버턴스트레칭,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,온몸근육풀기,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,로프당기기,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,등허리운동,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,다리운동,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,팔내리기운동,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,지산동 1274,지산동 1274,지산동,뱃살운동,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,앞으로밀기,1,공원녹지과,053-666-2862,2009,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,달리기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,다리로밀기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,윗몸일으키기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,등허리지압기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,어깨근육풀기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,온몸근육풀기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,하체흔들기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,입식싸이클,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,공중걷기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,허리돌릭,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,범물동 1328-2,범물동 1328-2,범물동,다리근육풀기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,수성4가 1090-15,수성4가 1090-15,수성4가동,허리돌리기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,수성4가 1090-15,수성4가 1090-15,수성4가동,윗몸일으키기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,수성4가 1090-15,수성4가 1090-15,수성4가동,달리기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,수성4가 1090-15,수성4가 1090-15,수성4가동,다리근육풀기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,수성4가 1090-15,수성4가 1090-15,수성4가동,등허리지압기,1,공원녹지과,053-666-2862,2019,2023-04-12
대구광역시,수성구,수성4가 1090-15,수성4가 1090-15,수성4가동,다리로밀기,1,공원녹지과,053-666-2862,2019,2023-04-12
