공원명,소재지지번주소,시설명,경도,위도,관리부서,조사일자
궁동근린공원,서울특별시 서대문구 연희동 188-22,매달리기,126.9226775,37.5696973,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,매달리기 2,126.9226775,37.5696973,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,농구대,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,신기종 기구,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,신기종 기구 2,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,신기종 기구 3,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,신기종 기구 4,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,신기종 기구 5,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,허리돌리기,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,허리돌리기 2,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,윗몸일으키기,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,평행봉,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,평행봉 2,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,균형잡기,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,균형잡기 2,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,균형잡기 3,126.9228491,37.5697866,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,배드민턴장,126.9231378,37.5698343,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,배드민턴장 2,126.9231378,37.5698343,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,허리돌리기,126.9233666,37.5700246,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,평균대,126.9233863,37.5702267,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,윗몸일으키기,126.9233863,37.5702267,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,허리운동,126.9233863,37.5702267,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,윗몸일으키기,126.9237364,37.5685747,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,윗몸일으키기,126.926951,37.573288,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,매달리기,126.926951,37.573288,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,평행봉,126.926951,37.573288,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,기타,126.926951,37.573288,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,윗몸일으키기,126.9276527,37.5728582,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,윗몸일으키기 2,126.9276527,37.5728582,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,벤치프레스,126.9276527,37.5728582,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,허리돌리기,126.9276527,37.5728582,서대문구청 푸른도시과,2021-07-22
궁동근린공원,서울특별시 서대문구 연희동 188-22,허리돌리기 2,126.9276527,37.5728582,서대문구청 푸른도시과,2021-07-22
인왕산공원,서울특별시 서대문구 홍제동 산1-1,턱걸이,126.96093,37.584278,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,허리돌리기,126.96093,37.584278,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,풀웨이트,126.96093,37.584278,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,공중걷기,126.96093,37.584278,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,파도타기,126.96093,37.584278,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,상체근육풀기,126.961806,37.585103,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,허리돌리기,126.961806,37.585103,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,상체근육풀기,126.958387,37.579771,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,허리돌리기,126.958387,37.579771,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,윗몸일으키기,126.958387,37.579771,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,공중걷기,126.958387,37.579771,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,기타,126.958387,37.579771,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,기타2,126.958387,37.579771,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,역기올리기,126.960029,37.590153,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,거꾸로 매달리기,126.960029,37.590153,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,공중걷기,126.960029,37.590153,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,파도타기,126.960029,37.590153,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,평행봉,126.960029,37.590153,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,허리돌리기,126.958853,37.592229,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,풀웨이트,126.958853,37.592229,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,상체근육풀기,126.958853,37.592229,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,기타,126.955073,37.584525,서대문구청 푸른도시과,2021-07-23
인왕산공원,서울특별시 서대문구 홍제동 산1-1,공중걷기,126.955724,37.594092,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,파도타기,126.955724,37.594092,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,달리기유형,126.956768,37.587564,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,상체근육풀기,126.956768,37.587564,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,공중걷기,126.956768,37.587564,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,파도타기,126.956768,37.587564,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,파도타기2,126.956768,37.587564,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,풀웨이트,126.956768,37.587564,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,기타,126.956768,37.587564,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,허리돌리기,126.959499,37.582715,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,상체근육풀기,126.959499,37.582715,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,파도타기,126.959499,37.582715,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,윗몸일으키기,126.959499,37.582715,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,자전거달리기,126.959499,37.582715,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,상체근육풀기,126.960061,37.593767,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,허리돌리기,126.960061,37.593767,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,기타,126.960061,37.593767,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,기타2,126.960061,37.593767,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,기타3,126.960061,37.593767,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,거꾸로 매달리기,126.960358,37.58535,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,상체근육풀기,126.960358,37.58535,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,파도타기,126.960358,37.58535,서대문구청 푸른도시과,2021-07-26
인왕산공원,서울특별시 서대문구 홍제동 산1-1,공중걷기,126.960358,37.58535,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로 매달리기,126.9434529,37.5944755,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9434529,37.5944755,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9432558,37.5945561,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9432558,37.5945561,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,등허리지압기,126.9431125,37.594651,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9431125,37.594651,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,턱걸이,126.9427124,37.5948551,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로 매달리기,126.9427124,37.5948551,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,풀웨이트,126.9431422,37.594803,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9431422,37.594803,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9428265,37.5939717,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,등허리지압기,126.9428265,37.5939717,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,턱걸이,126.9425339,37.5940618,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,허리돌리기,126.9425339,37.5940618,서대문구청 푸른도시과,2021-07-26
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9432441,37.5942901,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,윗몸일으키기,126.9432441,37.5942901,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,턱걸이,126.9416812,37.5980108,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,허리돌리기,126.9416812,37.5980108,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9416812,37.5980108,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타2,126.9416812,37.5980108,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타3,126.9416812,37.5980108,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타4,126.9416812,37.5980108,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타5,126.9416812,37.5980108,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로 매달리기,126.9410131,37.6014847,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로 매달리기2,126.9410131,37.6014847,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,공중걷기,126.9410131,37.6014847,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9410131,37.6014847,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기2,126.9410131,37.6014847,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,턱걸이,126.9408217,37.6018979,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,허리돌리기,126.9408217,37.6018979,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,윗몸일으키기,126.9408217,37.6018979,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,등허리지압기,126.9411801,37.6016748,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,등허리지압기2,126.9411801,37.6016748,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,턱걸이,126.9411801,37.6016748,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9411801,37.6016748,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,상체근육풀기,126.9460038,37.6026688,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로매달리기,126.9460038,37.6026688,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,공중걷기,126.9460038,37.6026688,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9460038,37.6026688,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9460038,37.6026688,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,상체근육풀기,126.9441244,37.6010957,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로매달리기,126.944208,37.6010909,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,공중걷기,126.9441422,37.6012524,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9441121,37.6014709,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,달리기유형,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,상체근육풀기,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로매달리기,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,공중걷기,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,평행봉,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,턱걸이,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,허리돌리기,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,허리돌리기2,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,윗몸일으키기,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타2,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타3,126.9516261,37.6038249,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,허리돌리기,126.9523843,37.6037255,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,윗몸일으키기,126.9523843,37.6037255,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,허리돌리기,126.9522111,37.6038679,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,역기올리기,126.9433173,37.5993161,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,달리기유형,126.9433173,37.5993161,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,허리돌리기,126.9432844,37.5994324,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,상체근육풀기,126.9467864,37.6038692,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9471061,37.6034537,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,윗몸일으키기,126.9471061,37.6034537,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로매달리기,126.9467213,37.603083,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,거꾸로매달리기2,126.9467213,37.603083,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,윗몸일으키기,126.9467213,37.603083,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9467453,37.6028764,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기2,126.9467453,37.6028764,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타,126.9411774,37.6015713,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타2,126.9411774,37.6015713,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타3,126.9411774,37.6015713,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,기타4,126.9411774,37.6015713,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,파도타기,126.9442606,37.6015515,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,역기올리기,126.9430363,37.5982676,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,달리기유형,126.9430363,37.5982676,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,상체근육풀기,126.9430363,37.5982676,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,등허리지압기,126.9430363,37.5982676,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,평행봉,126.9430363,37.5982676,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,턱걸이,126.9430363,37.5982676,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,윗몸일으키기,126.9430363,37.5982676,서대문구청 푸른도시과,2021-07-27
북한산공원,서울특별시 서대문구 홍은동 산1-279,풀웨이트,126.9430363,37.5982676,서대문구청 푸른도시과,2021-07-27
중앙근린공원,서울특별시 서대문구 북가좌동 480,공중걷기,126.9122873,37.5747776,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,허리돌리기,126.9123158,37.5747705,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,기타,126.9122516,37.5748187,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,기타2,126.9122623,37.5748003,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,공중걷기,126.9140869,37.5748768,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,허리돌리기,126.9140797,37.574925,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,기타,126.9141011,37.5749505,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,다리뻗치기,126.9140833,37.5749278,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,기타,126.9132277,37.5751343,서대문구청 푸른도시과,2021-07-28
중앙근린공원,서울특별시 서대문구 북가좌동 480,기타2,126.9132277,37.5751343,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,달리기유형,126.9402263,37.5577427,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,상체근육풀기,126.9402461,37.5577297,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,거꾸로매달리기,126.9402387,37.5577439,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,파도타기,126.940273,37.5576968,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,파도타기2,126.940273,37.5576745,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,등허리지압기,126.9402606,37.5576634,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,풀웨이트,126.9403042,37.5576609,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,기타,126.9402793,37.5576572,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,기타2,126.9402793,37.5576572,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,평행봉,126.9408375,37.5578636,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,윗몸일으키기,126.9408249,37.5579012,서대문구청 푸른도시과,2021-07-28
창천근린공원,서울특별시 서대문구 창천동 4-55,기타,126.9408438,37.5578636,서대문구청 푸른도시과,2021-07-28
